carat,cut,color,clarity,depth,table,price,x,y,z
0.32,Ideal,G,VS1,60.9,56,645,4.41,4.45,2.7
0.5,Very Good,H,IF,61.3,60,1706,5.08,5.17,3.14
1.2,Ideal,E,VVS1,60.1,61,15185,6.83,6.91,4.13
1.03,Premium,H,SI1,59.2,60,5105,6.62,6.58,3.91
1.01,Good,G,SI2,59.2,65,4047,6.35,6.41,3.78
0.32,Premium,H,VS2,59.5,58,505,4.47,4.5,2.67
0.3,Premium,H,SI1,62.2,60,540,4.28,4.24,2.65
0.4,Good,G,VS2,63.5,56,807,4.68,4.7,2.98
1.5,Good,J,VS2,61.7,56,7177,7.23,7.33,4.49
0.35,Ideal,E,VVS2,61.3,56,881,4.54,4.6,2.8
1.13,Premium,E,SI1,60.8,58,5179,6.77,6.71,4.1
1.01,Very Good,H,VS2,61.2,57,5861,6.49,6.41,3.95
0.43,Good,J,SI2,63.7,57,490,4.76,4.79,3.04
1.17,Ideal,F,SI1,62.2,56,5837,6.71,6.73,4.18
1.02,Very Good,D,VS2,63.9,59,6447,6.29,6.33,4.03
0.6,Ideal,H,VS1,62,53,1772,5.44,5.46,3.38
0.32,Ideal,H,VVS1,61.2,56,708,4.44,4.48,2.73
0.95,Ideal,G,IF,59.8,59,6951,6.36,6.43,3.82
0.56,Very Good,D,SI1,63,58,1746,5.21,5.24,3.29
0.72,Premium,I,VS2,60.9,60,2333,5.8,5.76,3.52
1.02,Premium,F,SI2,61.1,62,4057,6.54,6.49,3.98
0.57,Premium,E,SI2,62.5,54,1058,5.35,5.3,3.33
0.31,Premium,G,IF,61.7,54,988,4.36,4.33,2.68
1.01,Premium,G,SI1,62.5,60,4588,6.34,6.39,3.98
1.52,Premium,D,SI1,60.2,58,12502,7.49,7.46,4.5
0.9,Good,F,SI1,57.6,60,3950,6.34,6.37,3.66
1.03,Ideal,G,VS1,61.2,57,7391,6.5,6.54,3.99
0.71,Very Good,I,VVS1,63,58,2549,5.66,5.68,3.57
1.01,Ideal,F,I1,62.2,54,3439,6.44,6.42,4
0.5,Ideal,J,VS2,62,56,1166,5.08,5.12,3.16
1.27,Premium,H,SI1,60.2,58,6892,7.04,6.99,4.22
1.34,Premium,E,VS2,58.2,60,8480,7.26,7.21,4.21
0.51,Very Good,E,IF,63.3,58,2925,5.03,5.08,3.2
0.98,Fair,F,SI1,61.8,66,3622,6.38,6.27,3.91
1.51,Good,I,SI2,63.6,60,7957,7.27,7.23,4.61
0.5,Premium,D,SI1,62.2,57,1654,5.11,5.08,3.17
0.3,Ideal,H,VVS2,61.5,55,590,4.34,4.37,2.68
1.51,Premium,G,SI1,60.6,60,10267,7.45,7.41,4.5
0.5,Very Good,H,SI1,60.9,61,1133,5.06,5.15,3.11
1.68,Very Good,G,VS2,62.7,58,14192,7.51,7.54,4.72
0.33,Premium,I,VS2,62,60,594,4.46,4.41,2.75
0.54,Ideal,I,SI2,61.8,54,964,5.24,5.27,3.25
0.77,Very Good,G,VS1,60.9,55,3243,5.9,5.96,3.61
0.43,Ideal,E,VS2,62.2,57,981,4.8,4.84,3
0.31,Ideal,E,VS2,61.3,56,872,4.37,4.34,2.67
0.35,Premium,H,SI1,61,62,630,4.56,4.52,2.77
0.7,Premium,F,SI2,59.5,61,1662,5.78,5.68,3.41
0.32,Ideal,H,VVS1,62.1,54,730,4.4,4.42,2.74
0.3,Ideal,F,SI1,62.3,54,641,4.3,4.27,2.67
0.34,Very Good,E,SI1,59,60,596,4.56,4.62,2.71
0.38,Ideal,G,VVS2,61,56,943,4.67,4.71,2.86
0.32,Ideal,E,VVS1,61.7,55,954,4.39,4.42,2.72
1,Very Good,F,VVS1,63,56,8008,6.32,6.37,4
1.06,Very Good,G,SI1,63.4,58,5163,6.44,6.47,4.09
1.39,Ideal,G,IF,60.6,55,12943,7.21,7.27,4.39
0.73,Ideal,I,SI1,62,56,2122,5.75,5.8,3.58
0.68,Very Good,G,IF,62.7,56,3143,5.56,5.6,3.5
2.04,Good,I,SI1,57.7,64,11820,8.39,8.31,4.82
0.71,Premium,E,SI2,60.4,61,2096,5.79,5.77,3.49
0.3,Ideal,E,SI1,62.9,56,675,4.3,4.25,2.69
0.56,Premium,E,SI1,62.5,59,1653,5.24,5.2,3.26
1.2,Good,F,VVS1,63.6,57,10982,6.71,6.74,4.28
0.37,Ideal,G,VS2,62.2,57,833,4.64,4.59,2.87
1,Very Good,G,SI2,63.1,63,3713,6.33,6.23,3.96
0.31,Ideal,F,IF,60.8,56,888,4.43,4.45,2.7
1.4,Ideal,H,SI2,61.2,56,7213,7.23,7.18,4.41
1,Good,H,VVS1,63.5,60,6183,6.3,6.36,4.02
0.38,Ideal,D,VVS2,61.5,56,1200,4.64,4.66,2.86
0.38,Premium,H,VS1,61.6,58,983,4.7,4.65,2.88
1,Very Good,D,SI2,62.3,56,4348,6.33,6.39,3.96
0.33,Very Good,E,VS2,63.1,57,672,4.38,4.43,2.78
0.7,Very Good,G,SI1,62.8,58,2209,5.64,5.69,3.56
0.32,Good,D,SI1,63.8,55,706,4.36,4.35,2.78
0.78,Very Good,H,SI2,62.6,59,2405,5.81,5.85,3.65
0.41,Very Good,E,VVS1,62.9,59,1367,4.72,4.76,2.98
1.09,Premium,H,SI2,59.6,61,4761,6.69,6.63,3.97
1.15,Ideal,E,SI1,62.7,56,5526,6.73,6.7,4.21
1,Premium,J,VS2,60.7,58,3877,6.49,6.52,3.95
0.3,Fair,E,SI1,64.5,49,630,4.28,4.25,2.75
0.41,Premium,J,VS2,61.9,59,611,4.69,4.74,2.92
0.58,Ideal,E,SI1,62.2,58,1580,5.3,5.38,3.32
0.41,Premium,E,VS2,61.3,58,935,4.74,4.79,2.92
0.31,Premium,H,SI1,62.7,58,558,4.34,4.31,2.71
0.52,Very Good,H,VS1,61.7,55,1659,5.15,5.17,3.19
1.03,Premium,G,SI1,59.5,60,5791,6.6,6.54,3.91
0.32,Premium,G,VS2,62.5,58,720,4.38,4.36,2.73
1.59,Ideal,H,VS1,60.7,56,13839,7.54,7.58,4.59
0.33,Ideal,H,VVS2,60.9,57,666,4.48,4.52,2.74
2.01,Premium,G,SI2,60.8,61,12260,8.14,8.07,4.93
1.58,Very Good,J,SI1,61.6,57,8057,7.47,7.54,4.62
0.91,Premium,H,SI2,62.1,56,3498,6.24,6.15,3.85
0.34,Premium,D,SI1,62.4,58,803,4.46,4.42,2.77
2.01,Ideal,I,VS1,62.5,56,17068,8.08,8.02,5.03
0.26,Good,D,VS1,58.4,63,403,4.19,4.24,2.46
1,Very Good,F,SI2,60.2,59,4082,6.41,6.48,3.88
0.73,Ideal,D,SI1,61.3,57,3615,5.81,5.83,3.57
0.35,Ideal,D,SI1,62.3,57,644,4.5,4.52,2.81
0.47,Premium,E,SI1,59.3,56,1087,5.07,5.05,3.02
0.71,Good,F,VS2,63.8,58,2801,5.64,5.61,3.59
0.7,Very Good,E,VS1,62.7,60,2671,5.59,5.64,3.52
0.52,Ideal,E,VVS2,61.8,56,2301,5.16,5.19,3.2
1.21,Very Good,H,VS2,62.1,60,6745,6.77,6.83,4.22
0.26,Ideal,F,VVS1,61.6,57,599,4.08,4.1,2.52
0.91,Ideal,F,SI2,61.7,56,4642,6.21,6.24,3.84
0.77,Ideal,J,SI1,61.6,55,2147,5.87,5.93,3.63
0.32,Ideal,D,VS2,61.6,56,972,4.4,4.37,2.7
0.36,Premium,F,SI1,61.1,60,616,4.62,4.57,2.81
0.31,Ideal,G,VS2,62,57,698,4.37,4.34,2.7
0.72,Premium,H,SI1,61.5,59,2376,5.71,5.67,3.5
1,Fair,J,VS1,66.6,57,3080,6.07,6.03,4.03
0.97,Good,H,SI1,62.1,60,4020,6.24,6.29,3.89
0.4,Very Good,E,VVS1,60,58,1217,4.77,4.8,2.87
0.72,Ideal,F,VS1,61.8,56,3489,5.72,5.77,3.55
0.3,Premium,F,SI2,61.3,58,394,4.28,4.33,2.64
0.7,Very Good,F,SI1,59.4,59,2573,5.75,5.8,3.43
0.7,Very Good,D,SI1,62.8,60,2757,5.66,5.68,3.56
0.59,Very Good,D,SI2,62.7,58,1419,5.32,5.37,3.35
0.33,Premium,E,IF,60.8,58,1207,4.49,4.46,2.72
0.58,Very Good,G,SI1,62.9,57,1388,5.3,5.35,3.35
0.56,Ideal,G,IF,62,56,2399,5.33,5.28,3.29
0.58,Premium,F,SI2,63,56,1226,5.34,5.26,3.34
1.5,Premium,F,SI1,62.6,60,10962,7.27,7.18,4.52
0.9,Very Good,G,VS1,62.4,58,4297,6.14,6.16,3.84
2,Good,H,SI2,63.6,57,13480,8.01,7.97,5.08
0.58,Ideal,G,VS1,60.1,55,1830,5.44,5.4,3.26
0.32,Ideal,E,VS2,62.1,56,702,4.38,4.41,2.73
0.5,Premium,F,I1,60.5,60,770,5.15,5.07,3.1
1.02,Premium,G,IF,61.8,59,8643,6.46,6.41,3.98
0.32,Ideal,G,VVS2,62.4,56,730,4.4,4.42,2.75
1.24,Ideal,H,VS1,62.6,54,7222,6.88,6.84,4.29
0.5,Ideal,J,VS2,61.6,57,1099,5.08,5.12,3.14
2.53,Ideal,I,SI1,62.4,57,16709,8.68,8.59,5.39
0.33,Premium,F,VS2,62.4,57,854,4.43,4.39,2.75
0.32,Premium,G,VS2,61.2,59,720,4.41,4.38,2.69
1.78,Premium,E,SI2,60.5,59,10765,7.89,7.8,4.75
1.86,Good,G,SI2,63.8,55,9791,7.79,7.73,4.95
1.05,Ideal,I,VS2,62.2,55.8,6279,6.49,6.52,4.04
1.01,Good,E,SI1,63.2,59,5411,6.27,6.35,3.99
0.42,Very Good,E,SI1,59.8,61,722,4.85,4.89,2.91
1.09,Very Good,H,SI1,62.5,57,5950,6.49,6.54,4.07
1.37,Ideal,F,VS1,59.6,57,11649,7.28,7.22,4.32
0.72,Very Good,F,VS2,63,54,2784,5.69,5.73,3.6
0.54,Ideal,G,VVS1,61.6,55,2041,5.22,5.24,3.22
1.01,Very Good,G,VS1,60.7,63,6239,6.38,6.4,3.88
0.76,Premium,E,VS2,60.5,56,3447,5.98,5.95,3.61
1.21,Premium,F,VS2,62.2,60,9419,6.75,6.72,4.19
0.7,Ideal,E,SI2,62,58,2332,5.66,5.7,3.52
0.73,Premium,I,VVS2,59.3,59,2234,5.91,5.87,3.49
0.7,Good,D,SI2,58.2,63,2583,5.78,5.83,3.38
1.04,Premium,G,I1,62.2,58,2801,6.46,6.41,4
1.01,Premium,H,SI1,61.8,61,4513,6.47,6.4,3.98
1.05,Premium,H,VS2,59,59,5468,6.71,6.68,3.95
1.03,Very Good,D,VS2,63.3,57,7102,6.39,6.44,4.06
0.9,Fair,H,SI1,66.8,55,3145,5.98,5.9,3.97
0.3,Ideal,H,VS1,62.2,57,526,4.28,4.3,2.67
1.01,Good,G,SI1,63.5,60,4588,6.3,6.33,4.01
1.11,Good,J,SI1,63.6,58,3916,6.57,6.48,4.15
0.3,Ideal,H,IF,61.8,55,789,4.3,4.31,2.66
0.76,Very Good,E,SI1,63,59,2668,5.76,5.8,3.64
0.31,Ideal,F,VS2,62.1,53,625,4.34,4.39,2.71
1.58,Ideal,I,SI1,61.7,56,9335,7.55,7.48,4.64
1.51,Premium,E,SI2,59.3,61,8135,7.57,7.51,4.47
0.9,Very Good,D,SI1,62.4,61,4693,6.13,6.17,3.84
0.32,Ideal,G,VVS1,62,57,842,4.38,4.42,2.73
0.56,Ideal,G,VS1,62.2,55,1819,5.27,5.31,3.29
0.71,Ideal,G,VS2,61.9,57,2771,5.73,5.77,3.56
1.06,Ideal,G,SI2,62.1,58,4987,6.49,6.53,4.04
1.26,Good,J,SI1,63.9,58,4255,6.78,6.74,4.32
2,Very Good,H,SI2,59.7,61,15312,8.15,8.2,4.88
0.7,Ideal,E,SI1,61.7,55,2745,5.71,5.74,3.53
1.34,Ideal,H,VS1,61.6,57,8780,7.14,7.07,4.38
0.68,Very Good,G,VS1,60.7,58,2114,5.68,5.75,3.47
0.54,Ideal,D,VS1,61.4,53,1955,5.28,5.3,3.25
0.52,Ideal,F,VVS1,60.9,57,2188,5.2,5.25,3.18
0.32,Ideal,G,IF,62.3,54,883,4.39,4.4,2.74
1.11,Ideal,H,SI1,60.2,54,5315,6.82,6.7,4.07
0.58,Ideal,D,SI1,62,54,1597,5.36,5.39,3.33
1.02,Very Good,F,VVS2,59.9,57,9246,6.54,6.59,3.93
1.02,Good,G,VS2,63.2,57,6058,6.38,6.41,4.04
1.01,Good,E,SI2,63.9,55,4440,6.38,6.33,4.08
0.72,Fair,G,I1,65.1,57,1147,5.65,5.55,3.65
0.7,Premium,F,SI1,62.4,56,2596,5.69,5.63,3.53
1.06,Very Good,G,VS2,61.7,57,6483,6.5,6.57,4.03
0.5,Ideal,E,VS2,62.2,56,1629,5.12,5.11,3.18
0.31,Ideal,G,VVS1,61,57,789,4.38,4.4,2.68
0.91,Premium,D,VS2,62,58,5167,6.2,6.15,3.83
1.2,Premium,J,SI1,60.7,60,4514,6.88,6.92,4.19
0.41,Premium,D,VVS2,62.2,58,1181,4.8,4.78,2.98
1.21,Good,I,SI1,62.7,59,5252,6.63,6.71,4.18
0.41,Premium,F,SI1,61.8,58,969,4.76,4.75,2.94
1.21,Ideal,I,VS2,62.3,58,5387,6.79,6.75,4.22
1,Good,D,SI2,64,59,3569,6.24,6.29,4.01
0.7,Good,F,SI1,64.1,56,2289,5.63,5.6,3.6
0.41,Good,G,VVS1,63.6,56,844,4.72,4.74,3.01
0.38,Ideal,H,VVS2,62.1,54,898,4.62,4.66,2.88
0.52,Premium,E,SI2,61.8,54,1229,5.18,5.15,3.19
1.45,Very Good,J,SI1,62.4,57,6316,7.16,7.23,4.49
0.38,Ideal,J,SI1,61.8,54,525,4.68,4.7,2.9
0.51,Very Good,F,SI1,62,54,1265,5.15,5.18,3.2
0.52,Ideal,E,VS2,62.4,57,1621,5.12,5.14,3.2
1.51,Premium,H,VS1,61,60,11263,7.34,7.29,4.46
0.4,Premium,F,VS1,62.4,59,982,4.67,4.69,2.92
0.55,Ideal,I,VVS1,61.6,55,1916,5.26,5.3,3.25
1.17,Good,G,VS1,60,64,7972,6.82,6.77,4.08
0.7,Ideal,F,SI1,62.6,55,2410,5.67,5.7,3.56
0.23,Very Good,D,VS2,61.6,58,402,3.96,3.99,2.45
1.05,Premium,H,SI2,63,57,3822,6.47,6.42,4.06
1,Fair,E,SI1,57.4,61,4844,6.53,6.63,3.78
0.3,Premium,D,VVS2,60.7,59,741,4.33,4.34,2.63
1.29,Ideal,G,VS2,62.9,57,7080,6.91,6.89,4.34
1.27,Ideal,H,VS2,62.9,54,7937,6.88,6.92,4.34
0.42,Premium,D,SI1,62.8,58,1040,4.79,4.76,3
0.41,Ideal,G,VS1,59.8,57,961,4.86,4.81,2.89
0.7,Premium,G,SI1,60.3,61,2352,5.75,5.72,3.46
2.11,Ideal,I,SI1,61,57,15486,8.37,8.29,5.08
1.05,Premium,E,IF,59.8,59,11025,6.65,6.62,3.97
0.3,Premium,G,SI2,62.7,55,452,4.29,4.26,2.68
0.41,Ideal,F,VS1,61.3,57,1076,4.79,4.77,2.93
1.52,Fair,H,I1,69.7,55,4648,6.92,6.89,4.81
1.14,Good,I,VS1,63.3,56,5056,6.6,6.68,4.2
0.31,Ideal,H,VVS1,61.6,55,707,4.35,4.38,2.69
0.43,Ideal,D,SI1,62.5,55,774,4.8,4.83,3.01
0.29,Very Good,E,VS1,61.4,61,481,4.22,4.25,2.6
1.21,Premium,J,VVS2,60.8,60,5572,6.86,6.88,4.18
0.4,Ideal,H,VVS1,61.4,57,1088,4.81,4.74,2.93
0.9,Good,E,SI1,63.9,57,4463,6.05,6.1,3.88
0.32,Ideal,D,VS2,61.6,56,758,4.37,4.4,2.7
1,Very Good,E,VS2,59,58,6875,6.49,6.53,3.84
1.2,Ideal,H,VS2,62.2,55,6956,6.76,6.85,4.23
0.71,Premium,H,VS1,61.7,56,2401,5.81,5.67,3.54
0.3,Premium,F,IF,60.7,58,1013,4.37,4.33,2.64
0.7,Premium,F,VVS1,61.9,60,3587,5.68,5.63,3.5
2.26,Premium,H,SI2,61.3,60,15428,8.5,8.43,5.19
1.56,Ideal,F,SI1,62.7,57,11943,7.34,7.39,4.62
0.28,Very Good,H,VVS1,58.5,61,480,4.27,4.31,2.51
1.01,Premium,D,SI1,58.3,58,5305,6.65,6.59,3.86
1.5,Good,H,VS2,61.2,61,10291,7.25,7.32,4.46
0.3,Premium,G,VVS2,62.3,59,878,4.29,4.25,2.66
1.25,Ideal,E,SI2,62.3,58,7289,6.86,6.89,4.28
0.32,Ideal,G,VS1,60.5,56,645,4.42,4.44,2.68
2.3,Premium,I,SI2,61.3,58,11051,8.53,8.46,5.21
0.24,Very Good,I,VS1,61.8,56,397,3.98,4.01,2.46
1.01,Good,G,SI1,63.9,57,4588,6.3,6.37,4.05
0.39,Premium,E,SI1,59.1,59,860,4.81,4.76,2.83
0.43,Premium,G,VS2,61.1,58,867,4.84,4.88,2.97
0.34,Premium,E,VS2,61.1,60,956,4.48,4.45,2.73
0.4,Very Good,F,VS1,61.2,58,847,4.74,4.86,2.94
1.2,Good,E,SI1,59.9,64,6653,6.84,6.79,4.08
0.34,Premium,G,VS2,60.3,54,765,4.56,4.53,2.74
0.53,Very Good,F,VS2,63.4,56,1636,5.16,5.13,3.26
1.12,Ideal,E,VVS2,60.6,57,10769,6.77,6.66,4.07
0.5,Premium,F,SI1,60.1,59,1332,5.17,5.14,3.1
0.32,Very Good,I,VVS2,63,57,561,4.33,4.37,2.74
0.3,Ideal,D,VS2,61.8,55,606,4.32,4.35,2.68
0.25,Ideal,F,VVS1,62.3,56,705,4.01,4.03,2.5
2.03,Very Good,I,VS1,63.2,60,15086,8.01,7.98,5.05
1.53,Very Good,G,VS2,58.9,59,13225,7.58,7.61,4.47
0.7,Good,I,SI1,62.8,59,1790,5.59,5.65,3.53
0.42,Ideal,D,SI1,62.4,57,1040,4.84,4.77,3
0.53,Ideal,G,VS1,61.8,55,1721,5.17,5.22,3.21
0.75,Good,F,I1,64,59,1013,5.78,5.62,3.66
0.3,Premium,E,VVS2,61.8,58,1013,4.29,4.26,2.64
0.55,Ideal,E,VS2,62.2,54,1741,5.29,5.26,3.28
1.55,Premium,H,SI2,58,60,6458,7.61,7.58,4.41
0.8,Very Good,G,SI2,62,55,2915,5.94,6.01,3.7
0.32,Ideal,D,SI2,61.1,56,612,4.41,4.39,2.69
0.3,Ideal,D,VS2,60.8,57,911,4.34,4.31,2.63
1.2,Premium,G,VS2,62.3,56,8030,6.8,6.68,4.2
0.71,Ideal,G,SI1,61.4,56,3007,5.72,5.77,3.53
0.73,Ideal,G,VS1,60.9,59,3459,5.79,5.83,3.54
1.01,Premium,F,SI2,60,60,3717,6.46,6.4,3.86
1.2,Good,J,VS2,63.7,56,5053,6.67,6.62,4.23
0.3,Very Good,F,VS1,63.1,59,603,4.2,4.27,2.67
0.31,Good,G,SI1,63.3,57,431,4.3,4.33,2.73
1.22,Ideal,F,SI2,62.5,56,6518,6.85,6.81,4.27
0.72,Good,G,SI1,64,59,2074,5.63,5.59,3.59
0.55,Ideal,F,SI2,61.2,56,1175,5.23,5.29,3.22
1.02,Ideal,H,SI1,60.8,58,5251,6.47,6.49,3.94
0.31,Ideal,G,VS2,61.8,53,652,4.35,4.39,2.7
0.31,Ideal,H,VS2,61.5,57,489,4.33,4.38,2.68
0.3,Ideal,E,VVS2,62.3,54,742,4.31,4.36,2.7
0.32,Premium,D,SI1,60.9,60,589,4.39,4.41,2.68
1.07,Very Good,I,SI1,61.8,60,4307,6.52,6.56,4.04
1.25,Ideal,I,SI2,61.8,56,5259,6.92,6.94,4.28
1.28,Premium,H,SI2,61.9,56,5949,7.02,6.94,4.32
0.5,Fair,G,I1,64.9,57,727,5.01,4.97,3.24
1,Ideal,H,SI2,58.3,61,4390,6.56,6.61,3.84
0.33,Ideal,F,VS2,61.9,55,854,4.46,4.43,2.75
1.1,Premium,F,VS2,60.5,57,9486,6.7,6.69,4.05
0.71,Ideal,I,VS1,61.6,56,2965,5.71,5.75,3.53
0.31,Premium,G,VS2,62.6,57,698,4.32,4.3,2.7
0.71,Premium,F,SI2,60.6,58,2363,5.77,5.72,3.48
0.34,Very Good,D,SI1,62,56,626,4.43,4.47,2.76
0.61,Good,G,VS1,60.2,61,1785,5.47,5.52,3.3
1.02,Premium,G,VS2,61.5,59,5346,6.45,6.4,3.95
0.7,Good,H,SI1,61.9,62,2088,5.57,5.61,3.46
0.7,Fair,G,I1,68.3,56,978,5.52,5.4,3.73
1.52,Ideal,J,VS1,62.8,54.3,8687,7.32,7.35,4.61
0.4,Ideal,G,VVS1,61.7,57,967,4.75,4.78,2.94
0.7,Ideal,E,VS2,61.4,57,2633,5.76,5.8,3.55
0.73,Ideal,G,SI2,61.8,56,2585,5.76,5.83,3.58
0.32,Ideal,H,VVS2,61.8,55,645,4.38,4.42,2.72
0.56,Ideal,G,SI1,62.9,56,1345,5.27,5.25,3.31
0.44,Premium,D,SI1,62.9,58,1089,4.85,4.82,3.04
0.41,Premium,D,SI1,61.4,58,1015,4.78,4.76,2.93
0.92,Very Good,E,SI1,63.2,58,4183,6.18,6.16,3.9
1.54,Premium,G,VS1,61.9,59,13609,7.34,7.37,4.55
1.7,Very Good,G,VS2,62.6,57,15259,7.6,7.67,4.78
1.02,Premium,F,SI2,63,58,4398,6.43,6.37,4.03
0.4,Ideal,G,VS1,61.8,57,868,4.73,4.75,2.93
0.52,Very Good,G,VS1,61.2,57,1420,5.17,5.23,3.18
0.31,Ideal,F,IF,62,56,979,4.32,4.36,2.69
0.26,Ideal,H,VVS1,61.2,56,468,4.11,4.16,2.53
1.51,Good,J,SI1,64.1,61,6394,7.16,7.19,4.6
0.52,Premium,I,VS1,59.6,60,1141,5.17,5.14,3.07
0.27,Very Good,D,VS2,63,57,419,4.06,4.1,2.57
0.31,Very Good,I,VS2,60.8,60,435,4.37,4.42,2.67
1.5,Very Good,F,VS1,61.9,58,15508,7.34,7.4,4.56
0.93,Very Good,I,VS2,63.1,58,3766,6.19,6.21,3.91
0.44,Good,E,VS2,59,64,1001,5.01,4.94,2.93
0.4,Ideal,F,IF,62.3,57,1292,4.69,4.71,2.93
0.51,Ideal,D,IF,62.1,55,3446,5.12,5.13,3.19
1.04,Premium,I,SI2,61.3,59,4141,6.5,6.46,3.97
0.65,Fair,I,VS2,65.1,55.6,1659,5.44,5.5,3.56
1,Good,I,SI1,61,60,4496,6.36,6.39,3.89
1.2,Good,H,VS2,62.6,56,6468,6.73,6.76,4.22
1.07,Ideal,G,VS1,61.4,57,7222,6.57,6.6,4.04
1.5,Premium,G,VS2,62.5,59,12196,7.28,7.32,4.56
1.03,Premium,F,SI1,61.5,57,5087,6.53,6.44,3.99
1.01,Very Good,J,SI2,62.8,59,3906,6.34,6.37,3.99
0.51,Premium,F,VS2,62.1,58,1687,5.12,5.09,3.17
0.77,Ideal,I,VS1,61.5,59,2798,5.87,5.91,3.62
0.91,Premium,F,SI2,58.2,61,3746,6.58,6.41,3.77
1.03,Very Good,F,SI2,62,58,4414,6.43,6.51,4.01
1.7,Premium,E,SI2,59.8,59,9596,7.76,7.66,4.61
1.01,Very Good,D,SI2,63.5,61,4538,6.37,6.33,4.03
1.01,Ideal,E,VVS2,60,55,9479,6.6,6.56,3.95
0.9,Premium,D,SI1,62.8,59,3997,6.1,6.06,3.82
0.7,Good,F,SI2,58.1,61,2020,5.76,5.8,3.36
1.29,Fair,F,SI2,64.4,57,4824,6.85,6.79,4.39
1.5,Premium,H,SI2,60.8,58,8148,7.39,7.34,4.48
0.59,Very Good,G,VS2,62.8,56,1556,5.3,5.34,3.34
1.13,Ideal,F,VVS2,61.4,56,10327,6.77,6.72,4.14
0.39,Good,F,VS2,64.3,55,681,4.56,4.64,2.96
1.25,Premium,G,VS1,61.8,58,9173,6.94,6.91,4.28
1.08,Premium,G,SI2,60.7,60,4318,6.64,6.61,4.02
0.3,Very Good,E,VS2,62.9,58,544,4.27,4.31,2.7
0.7,Ideal,F,SI1,61.3,57,2288,5.72,5.77,3.52
1.05,Very Good,I,VS2,63.1,58,4612,6.47,6.42,4.07
1.01,Very Good,G,VS1,63.1,55,6795,6.34,6.37,4.01
1.5,Ideal,F,VS2,60.4,57,14199,7.43,7.41,4.48
1.36,Very Good,J,SI2,62.6,58,5215,7,7.12,4.42
0.33,Ideal,H,VVS1,61.7,55,730,4.48,4.5,2.77
0.33,Very Good,I,VVS1,61.7,61,608,4.43,4.45,2.74
0.26,Ideal,G,VVS2,62,56,545,4.12,4.15,2.56
1.02,Ideal,E,SI2,62.4,55,4478,6.47,6.44,4.03
1.03,Ideal,G,SI2,61.7,55,4391,6.48,6.52,4.01
0.32,Ideal,E,VS2,61.8,54,599,4.4,4.43,2.73
0.55,Ideal,G,SI1,61.7,55,1605,5.25,5.28,3.25
2.01,Very Good,J,VS2,61.1,59,13109,8.04,8.07,4.92
1.51,Very Good,E,VS2,63.2,56,13757,7.28,7.22,4.58
0.4,Good,H,VS2,63.1,62,717,4.75,4.66,2.97
0.7,Ideal,H,VS1,61.6,55,2530,5.73,5.76,3.54
0.37,Ideal,G,VS2,60.8,57,649,4.61,4.66,2.82
0.7,Ideal,D,VS2,62.3,55,3092,5.67,5.7,3.54
0.51,Ideal,D,VS2,61.8,55,1882,5.18,5.15,3.19
0.72,Good,F,I1,63.6,58,1166,5.72,5.62,3.6
0.59,Very Good,E,VS2,59.9,56,1838,5.46,5.49,3.28
1.02,Premium,F,SI1,59.2,58,5038,6.53,6.5,3.86
0.5,Good,G,VVS2,63.9,58,1806,5.05,5,3.21
1.42,Good,E,SI2,60.1,61,8019,7.32,7.42,4.43
1.01,Premium,G,VS2,62.5,60,5620,6.37,6.31,3.96
0.3,Very Good,F,SI1,61.7,59,500,4.29,4.33,2.66
1.55,Very Good,H,SI1,61.6,54,9818,7.41,7.47,4.58
0.44,Premium,E,VS2,60.4,59,1003,4.9,4.93,2.97
1,Good,H,SI2,63.4,61,3850,6.29,6.33,4
0.72,Ideal,I,VVS2,62.2,54,2420,5.73,5.78,3.58
1.51,Ideal,G,VS2,61.8,55,12626,7.43,7.39,4.58
1.19,Fair,H,SI1,64.4,58,5622,6.69,6.64,4.29
0.57,Premium,E,VS2,62.2,59,2274,5.29,5.26,3.28
0.38,Ideal,G,VS2,61,55,721,4.67,4.71,2.86
0.52,Ideal,E,VVS2,62.3,57,2116,5.12,5.15,3.2
0.26,Ideal,E,VVS2,61.5,56,769,4.11,4.08,2.52
0.3,Ideal,E,VVS2,62.1,57,766,4.27,4.3,2.66
1.01,Premium,G,VS2,60.2,59,5864,6.55,6.48,3.92
0.3,Good,G,VS1,63.8,55,776,4.28,4.25,2.72
0.9,Very Good,D,SI2,63.2,57,3818,6.08,6.1,3.85
1.02,Premium,H,VS2,62.4,58,5454,6.43,6.39,4
2.19,Ideal,H,SI1,60.6,57,18475,8.39,8.35,5.07
1.08,Premium,J,SI1,61,60,4173,6.62,6.57,4.02
0.9,Very Good,E,SI1,62.1,59,4201,6.13,6.17,3.82
0.57,Very Good,D,SI2,62.9,57,1413,5.26,5.3,3.32
1.69,Ideal,H,I1,62,56,6636,7.61,7.66,4.73
0.72,Premium,E,SI2,61.6,59,2019,5.83,5.68,3.55
0.29,Ideal,G,VVS2,60.7,54,607,4.33,4.37,2.64
0.42,Very Good,E,SI1,63.4,56,992,4.82,4.74,3.03
0.55,Ideal,G,VVS1,61.5,55,2473,5.28,5.26,3.24
0.41,Ideal,D,VVS2,61.1,56,1181,4.81,4.78,2.93
0.3,Ideal,E,VS2,61.8,57,658,4.3,4.34,2.67
0.31,Ideal,D,SI1,62.6,56,571,4.33,4.36,2.72
