murders,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,LemasPctOfficDrugUn
yes,37986,2.41,51.31,35.45,3.97,15.3,12.32,26.47,12.98,16.65,37986,100,20309,68.54,0.5,22.62,35.52,14.85,14.35,27804,12017,16360,9942,2566,12883,6690,9208,24.97,15.95,41.66,9.55,9.63,55.72,4.44,14.45,9.09,15.58,15.65,46.53,18.36,17.11,3.13,32.24,26.11,38.21,30.64,62.47,69.18,5719,19.29,3757,13.23,22.54,35.83,47.03,1.31,2.23,3.54,4.65,76.74,5.64,9.02,4.86,2.3,2.42,2.25,31.93,8.77,67.53,2,5895,72.74,30.4,13.66,57.59,1955,11.49,0.98,54300,73400,100700,46400,215,394,517,302,434,28.2,19.7,15.8,594,22,9.89,49.49,53.85,81.22,86.35,11.8,3230.5,25.65,0
no,19848,2.76,0.55,98.01,0.85,1.55,12.91,20.95,10.11,8.97,1760,8.87,56115,87.09,0.56,64.16,19.76,1.76,12.97,61409,24583,24622,26555,25445,17194,22236,583,2.97,2.33,8.6,43.2,3.69,71.78,18,30.9,7.42,42.26,7,25.48,9.83,8.46,3.13,86.58,86.16,94.17,87.41,64.96,70.81,68,0.51,840,17.86,18.69,23.81,25.36,0.76,0.79,1.01,1.07,94.85,0.39,3.45,2.66,2.73,2.85,2.11,87.86,0.6,29.07,3,584,92.48,84.29,1.2,73.29,1970,0.32,0,181200,228200,293700,112500,502,640,825,323,752,26.4,22.4,13.3,0,0,4.23,62.82,63.12,86.89,90.68,48.9,406.2,1.09,0
yes,29281,3.2,4.63,57.62,1.62,53.82,16.89,29.65,14.65,10.22,0,0,21401,71.37,1.68,24.27,27.14,21.4,14.84,23284,8883,11139,7055,7625,10428,5648,7762,26.93,28.35,47.5,8.91,17,49.98,16.24,20.66,19.29,15.08,9.53,31.84,15.32,12.56,3.59,63.64,58.13,68.02,66.49,52.1,59.3,1426,5.66,6391,14,28.7,40.9,53.56,3.06,6.26,8.93,11.69,56.68,15.56,14.88,11.42,3.15,2.97,3.34,47.63,18.9,55.72,2,371,96.11,50.63,7.28,25.34,1970,6.31,1.27,53200,69400,92900,39700,257,327,399,142,412,29.2,20.8,12.3,35,3,21.81,56.22,47.75,83.09,93.07,10.7,2741.7,0,0
yes,55002,2.66,17.18,69.88,1.55,19.8,15.77,34.62,18.81,8.65,55002,100,22577,81.39,1.8,39.49,20.34,6.14,11.37,29277,11691,13451,6203,10428,9466,8391,11887,22.01,12.26,26.26,26.89,5.78,65.08,8.68,36.81,12.91,28.16,8.97,36.34,13.32,11.19,3.23,71.93,67.31,78.88,71.94,67.14,74.19,1721,4.45,3653,24.58,33.97,44.7,57.71,1.63,2.26,2.97,3.83,80.98,3.63,7.11,4.63,2.61,2.79,2.44,51.58,7.14,54.68,2,2302,89.99,48.26,4,35.84,1974,8.37,0.87,40600,58400,80400,39800,243,312,391,148,391,28.3,19.2,13.3,55,0,6.64,71.5,42.41,70.97,91.18,33.8,1625.5,0.91,0
no,33233,2.99,3.14,94.45,1.51,4.35,13.22,27.04,11.92,8.65,19675,59.2,44690,84.67,1.12,44.29,22.1,3.55,13.8,48592,16106,16052,17496,17185,15132,15844,1234,3.76,6.61,20.48,16.29,5.68,67.52,15.57,19.42,12.64,26.33,6.19,25.84,8.44,7.35,3.33,87.16,83.3,94.52,85.4,57.83,67.54,465,2,2133,5.77,8.25,11.95,14.72,0.37,0.53,0.77,0.94,89.48,1.04,6.07,4.9,2.96,3.02,2.56,88.96,1.3,35.49,3,717,93.94,87.22,2.65,54.11,1974,1.22,0.13,119100,143100,171700,52600,487,592,718,231,676,30.6,26.6,16,0,0,6.42,59.5,52.08,67.35,91.09,103.7,320.6,3.61,0
no,19163,3.12,0.55,98.55,0.67,0.59,20.81,31.28,21.25,11.18,15909,83.02,42523,80.68,0.23,52.8,28.58,4.09,15.87,49060,15448,15509,8562,0,10054,7877,715,4.34,6.92,19.22,25.24,4.82,63,17.98,31.3,10.79,30.55,5.3,37.77,7.36,6.38,3.14,85.52,83.15,95.85,87.4,59.11,70.78,75,0.62,678,4.28,5.75,10.18,11.36,0.15,0.2,0.36,0.4,94.71,0.42,3.46,2.64,2.69,2.87,1.94,85.88,0.83,37.82,3,174,97.24,80.47,0.57,44.25,1966,0.75,0.35,114800,143200,180400,65600,281,423,587,306,488,27.1,22.2,12.4,0,0,3.54,68.68,59.51,82.42,84.39,27.5,695.7,1.18,0
no,44129,2.22,20.53,76.27,1.84,3.21,12.28,35.99,17.68,9.2,44129,100,27371,82.89,0.71,33.01,18.82,4.61,11.15,33434,15808,17768,9437,13462,9070,8294,6079,14.16,7.22,18.66,28.25,5.33,67.57,11.5,18.95,8.87,28.54,13.6,38.5,18.69,16.26,2.87,64.89,60.96,76.31,58.78,63.36,69.87,1152,4.22,2254,21.25,37.05,51.91,68.28,1.09,1.89,2.65,3.49,91.89,1.51,3.74,2.02,2.17,2.36,2.07,36.49,2.89,68.63,2,3292,85.78,33.44,1.61,17.59,1977,5.74,0.31,64200,87500,133900,69700,378,455,529,151,539,27.1,20.5,12.3,68,9,5.11,44.34,31.38,55.19,68.24,21.1,2090.2,1.19,13.25
yes,384736,2.5,2.98,78.24,1.73,34.49,13.56,27.85,13.36,10.14,384736,100,27555,80.22,0.77,43.39,22.13,5.48,16.84,33746,14013,15391,9850,8271,11630,9315,52903,13.98,5.9,16.09,28.43,6.32,63.87,9.39,29.25,9.07,32.27,12.19,31.85,16.37,14.37,3.05,68.56,66.04,76.7,72.57,62.1,70.24,10309,3.69,21310,12.37,21.28,30.85,42.41,0.68,1.18,1.71,2.35,74.7,2.62,4.5,2.94,2.46,2.66,2.2,61.91,4.91,50.61,2,13052,92.18,57.33,2.06,19.49,1971,6.53,0.27,67000,85900,112100,45100,280,353,443,163,402,27.3,22.1,12.2,258,112,5.54,45.11,45.25,75.35,81.89,137,2809,2.01,7.51
yes,121697,2.3,8.52,88.25,1.32,11.86,10.21,21.42,9.94,19.95,121697,100,27352,67.62,0.38,42.96,39.24,5.28,14.53,33995,16303,17356,7127,15194,13422,10161,13264,11.01,8.59,27.12,15.71,6.05,55.91,9.78,21.29,10.71,24.69,12.35,27.24,13.98,13.22,2.91,70.56,66.08,78.01,72.5,65.88,71.2,2631,2.83,21657,13.61,19.12,27.78,37.18,2.42,3.4,4.94,6.62,78.06,3.32,4.61,2.82,2.28,2.39,2.07,67.94,5.94,69,2,10399,83.57,64.68,1.7,31.78,1966,4.01,0.32,64600,82100,114900,50300,361,446,584,223,523,30.7,23,13.5,90,98,17.8,22.95,49.56,75.31,83.24,28.2,4308.2,2,14.39
yes,30354,2.53,7.17,91.55,0.47,1.44,15.82,29.16,15.93,13.24,0,0,22894,75.67,0.69,33.29,28.73,8.61,13.53,28715,12265,12638,7845,6815,10781,11329,5054,17.38,18.61,33.81,17.07,5.58,58.95,32.95,22.42,23.06,25.1,10.62,26.44,13.99,12.46,2.94,72.7,68.83,77.88,77.5,61.17,69.82,763,3.1,464,17.46,22.84,31.47,36.21,0.27,0.35,0.48,0.55,96.7,0.79,2.97,2.05,2.41,2.56,2.23,58.41,2.31,49.64,3,1054,91.92,55.06,0.28,19.92,1969,8.66,0.37,41500,60900,85400,43900,178,247,314,136,319,24.8,20,12.9,2,0,1.53,63.19,47.33,77.47,84.41,20.5,1477.2,0.05,0
no,11628,2.59,1.38,97.49,0.88,0.86,11.7,20.42,9.6,15.35,11628,100,56585,77.79,0.62,70.91,30.4,1.71,21.57,66917,28763,29055,13638,26941,33474,12159,321,2.8,2.15,8.86,55.62,1.78,62.53,9.98,40.78,2.95,54.8,4.81,26.45,8.41,6.74,3.03,85.65,84.64,98.74,83.13,59.31,68.35,90,1.07,383,10.7,13.84,19.06,20.63,0.35,0.46,0.63,0.68,95.2,0.33,3.26,2.4,2.55,2.69,1.85,87.95,0.18,22.4,3,161,96.54,83.39,0.62,43.48,1939,0.27,0.13,137200,186900,266500,129300,474,587,708,234,645,27,21.9,15,0,0,3.29,44.74,69.28,85.71,90.12,2.9,3969.1,13.45,0
no,11590,2.95,4.18,93.8,1.39,1.45,12.78,21.89,10.86,10.76,2258,19.48,65522,84.02,4.79,72.63,26.04,1.71,19.27,71939,29397,30107,10170,17000,16735,48684,202,1.81,3.77,11.44,46.09,2.15,66.38,12.11,37.22,3.89,49.4,5.36,30.76,6.13,5.73,3.12,90.34,89.3,98.02,93.55,59.9,67.26,25,0.32,646,5.42,6.19,8.98,12.38,0.3,0.35,0.5,0.69,91.78,0.71,3.46,2.88,2.83,2.89,2.25,92.45,0.38,13.09,3,147,96.39,90.49,1.36,36.73,1960,0,0.22,174800,228000,327500,152700,454,594,779,325,708,31.3,20.2,13.4,0,0,5.57,58.14,69.96,85.05,92.29,60.2,192.4,2.98,0
yes,51555,2.63,0.38,92.74,1.23,11.09,13.28,25.97,11.43,8.66,51524,100,32534,83.17,1.11,43.44,20.12,4.42,12.66,37968,14037,14483,11807,10866,9799,7202,3984,7.82,6.1,15.48,20.45,5.98,68.92,23.61,18.79,13.99,26.2,10.78,25.04,14.55,12.75,3.11,76.18,74.61,82.98,79.27,62.01,70.8,641,1.68,1970,14.01,24.16,32.89,45.03,0.54,0.92,1.26,1.72,91.09,1.66,4.25,3.04,2.61,2.74,2.39,65.38,2.89,40.55,3,910,95.56,62.23,1.1,21.43,1973,3.95,0.32,70800,85900,102400,31600,322,392,490,168,466,25.5,22.6,13.7,0,0,3.82,39.89,43.09,74.15,83.89,13.6,3786.4,1.68,0
no,12142,2.55,6.05,92.03,1.52,0.58,15.15,28.5,14.02,11.75,0,0,25221,73.83,0.8,33.31,26.66,10.25,13.81,30720,11554,11712,8967,5756,12541,16472,1609,13.44,6.56,26.3,9.82,7.89,60.6,32.8,17.58,25.53,16.76,11.45,25.93,16.4,14.1,3.1,70.23,68.36,81.62,70.07,59.48,71.37,204,1.99,232,57.76,70.26,72.41,72.41,1.1,1.34,1.38,1.38,96.78,0.58,4.28,2.94,2.52,2.6,2.41,60.79,1.32,46.19,3,368,92.82,59.03,1.36,32.07,1951,9.27,0.8,36000,50500,71100,35100,181,262,336,155,344,23.7,15.6,12.6,0,0,1.91,82.63,51.61,82.33,91.29,6.3,1918.9,0.21,0
no,22792,2.89,0.78,96.87,2,1.35,16.94,27.4,15.95,10.81,17129,75.15,51692,80.77,0.72,54.43,24.52,3.07,15.81,61468,22957,22507,23097,7329,45128,16118,608,2.84,3.89,10.17,40.55,4.45,64.65,21.73,29.4,6.2,42.11,5.7,32.83,8.27,7.07,3.22,84.55,84.43,91.5,85.7,53.76,66.67,167,1.06,1410,6.6,11.49,23.62,36.17,0.41,0.71,1.46,2.24,90.37,1.23,4.54,3.38,2.71,2.98,2.12,75.19,0.72,36.84,3,380,95.41,68.33,0.53,34.47,1967,0.29,0.07,172500,231300,322400,149900,423,647,846,423,734,25.4,22.9,14.2,0,0,6.19,72.2,57.78,77.44,88.92,27.6,824.9,2.06,0
yes,672971,2.62,24.35,72.75,1.92,2.58,13.82,28.77,13.88,9.76,664899,98.8,28513,80.64,0.47,33.84,23.41,6.33,15.21,33548,13857,15833,8114,11393,14150,11306,83815,12.81,7.26,23.13,18.39,5.2,65.89,9.15,20.61,12.43,25.2,12.64,29.38,16.5,14.64,3.1,69.79,64.73,78.04,71.52,62.69,69.91,21097,4.35,23310,11.41,19.79,27.9,35.26,0.4,0.69,0.97,1.22,93.55,0.69,4.63,3.19,2.54,2.66,2.36,64.77,4.33,45.81,3,27428,90.37,61.98,6.87,35.74,1969,6.15,0.4,45700,64000,89900,44200,266,355,441,175,431,25.6,20.6,12.4,665,155,3.46,46.39,46.33,75.84,81.96,801.7,839.4,2.65,3.05
yes,19952,2.81,5.88,90.35,3.1,2.03,12.08,22.54,11.74,11.82,18712,93.79,74124,85.29,1.06,70.64,22.47,2.13,15.42,83747,34754,36122,22320,44769,21613,21974,575,3,3.81,9.03,53.11,2.75,67.65,13.8,28.97,4.5,50.63,5.75,28.22,7.24,6.55,3.05,88.77,86.26,97.92,85.01,51.81,61.59,71,0.53,2124,16.05,25.38,28.86,35.5,1.71,2.7,3.07,3.78,88.21,1.16,3.76,2.93,2.66,2.83,2.02,84.42,0.46,21.06,3,291,96.06,79.46,0.69,39.52,1963,0.23,0.09,225400,297900,378000,152600,701,809,985,284,887,24.7,21.4,13.1,49,0,10.65,46.84,59.42,76.27,84.59,16.3,1220.4,6.12,0
no,13425,2.76,0.57,88.39,5.85,29.4,12.86,28.54,12.71,12.48,13425,100,33969,80.02,0.8,37.44,26.37,3.81,15.48,37304,13763,13953,19673,10000,11982,12246,1515,11.55,22.09,42.64,15.25,7.53,61.36,25.84,14.57,24.78,15.78,7.29,36.31,9.93,8.63,3.22,78.15,74.61,83.44,79.83,58.57,63.1,324,3.52,5599,17.72,27.86,37.52,46.97,7.39,11.62,15.65,19.59,43.94,16.23,6.27,4.51,2.71,2.88,2.62,35.47,9,65.21,2,262,94.88,33.37,4.96,41.22,1947,5.41,3.57,108200,150700,181600,73400,400,512,615,215,598,24.2,24.3,20,0,0,41.71,48.43,55.94,75.53,84.35,1.3,10587.5,17.27,0
yes,26436,3.34,18.97,53.6,20.84,10.73,16.16,37.22,19.09,4.13,26436,100,29043,90.39,0.53,28.69,10.74,6.9,15.99,28870,11338,12871,10242,6333,9734,8444,2328,9.67,5.8,15.83,17.01,3.5,75.2,6.69,20.66,9.67,20.38,7.15,24.55,11.83,9.33,3.32,80.12,77.88,90.58,78.19,51.64,64.58,258,1.69,4849,12.27,18.31,29.88,43.12,2.25,3.36,5.48,7.91,71.79,4.31,7.26,6.07,3.05,2.8,3.18,31.74,11.94,55.65,2,353,95.73,34.5,0.57,3.12,1976,1.62,0.24,150800,172500,196500,45700,512,607,689,177,666,31.6,23.3,12.3,0,0,18.34,24.24,26.33,46.38,54.52,9.1,2917.9,1.93,0
yes,20908,2.53,58.98,40.54,0.34,0.49,14.96,25.79,11.87,16.32,0,0,17206,66.71,0.7,25.86,34.44,15.77,17.26,21280,9566,15852,5270,13155,8936,3130,6842,33.23,15.97,37.31,16.48,9.18,48.88,15.08,24.49,16.17,24.22,11.77,33.94,15.12,13.67,3.22,48.02,39.69,53.53,39.66,76.2,72.41,2587,12.77,162,0,22.22,43.21,62.35,0,0.17,0.33,0.48,97.59,0.29,8.27,5.31,2.49,2.52,2.45,56.24,5.84,49.96,3,982,89.38,55.54,4.68,39.82,1958,9.51,0.97,28500,42200,57400,28900,119,192,297,178,320,30,21.8,14.1,2,0,0.77,81.61,59.51,89.69,92.99,13.9,1500.7,0.71,0
yes,12324,2.57,5.17,80.38,6.72,10.93,13.53,27.43,13.09,12.4,12324,100,21529,70.31,1.9,30.67,29.99,18.25,19.41,26429,11809,12940,7801,6666,7442,8295,1950,16.38,9.21,23.91,11.56,11.6,51.19,7.83,27.47,14.69,21.07,15.83,30.52,19.78,17.87,3.06,61.21,57.02,67.77,63.6,42.57,57.84,519,4.95,900,16,34.44,40.78,47.56,1.17,2.52,2.98,3.47,87.83,3.22,5.41,3.4,2.43,2.47,2.4,44.29,5.92,61.64,2,284,94.41,43.59,7.04,25.35,1962,6.67,0,57300,71700,90700,33400,257,315,396,139,379,28.3,18.4,11.1,240,20,7.3,55.92,43.88,67.57,89.27,3.6,3393.2,0.22,0
yes,43726,2.62,24.95,72.68,1.44,1.8,14.34,29.32,13.5,7.74,43726,100,29722,82.85,0.5,35.33,17.58,6.72,24.17,33721,12531,14223,7995,12055,6758,9089,5108,11.77,6.65,19.26,14.83,5.57,66.22,11.31,17.79,11.35,24.47,11.86,25.87,15.7,13.87,3.11,70.1,65.07,74.16,75.29,64.77,73.07,1502,4.54,1316,8.97,15.96,33.36,40.43,0.27,0.48,1,1.22,95.46,0.57,4.54,3.29,2.6,2.64,2.54,57.98,3.77,42.51,3,1365,92.45,57.06,1.1,24.84,1970,6.14,0.34,43100,56000,71700,28600,250,323,395,145,405,23.4,16.8,11.1,9,0,3.01,53.64,47.14,71.16,79.95,17.3,2528.7,0.03,0
no,76060,2.59,2.42,95.08,1.77,2.01,11.26,24.23,11.85,16.87,76060,100,34528,74.33,0.64,49.37,35.27,6.39,19.61,41896,15922,16165,11458,7652,11421,8496,4715,6.52,8.52,26.03,21.11,5.96,58.19,19.16,24.21,11.88,28.84,8.3,31.6,10.94,9.69,3.02,78.22,75.87,86.2,77.97,55.3,66.56,1114,2.08,5586,4.87,9.38,15.04,22.11,0.36,0.69,1.1,1.62,86.28,1.92,3.3,2.31,2.46,2.71,1.97,73.09,1.04,46.14,3,1167,96.18,66.36,0.94,32.56,1955,1.68,0.37,105800,129700,161000,55200,335,461,562,227,534,27.1,22.4,14.6,84,0,7.34,76.62,63,88.23,93.89,29.6,2569.9,2.62,0
yes,13051,2.79,33.74,65.55,0.39,0.45,26.91,40.37,29.39,12.15,0,0,17254,71.4,1.93,29.09,28.39,14.47,11.71,25806,9400,11695,4729,17170,16840,4020,3429,30.22,15.64,32.68,22.56,7.55,51.65,15.7,31.94,16.67,27.13,6.92,46.08,9.86,8.55,3.1,60.15,52.95,57.63,62.35,60.89,68.25,815,8.36,214,40.19,40.19,44.39,64.49,0.66,0.66,0.73,1.06,95.42,0.2,5.5,3.39,2.41,2.56,2.23,58.29,3.67,47.99,3,466,90.95,54.95,0,26.61,1972,10.34,0.61,36300,53000,77800,41500,129,190,246,117,245,29.7,15.3,12.3,4,0,1.64,76.02,47.54,69.73,85.71,24.5,533,0,0
no,20393,2.32,1.81,88.15,7.45,10.94,9.66,24.38,10.7,17.04,20393,100,40600,75.39,0.85,50.52,31.84,4.94,15.66,48040,23814,24561,18303,23237,20298,18551,942,4.63,13.64,24.95,26.37,5.86,60.79,15.97,19.49,11.39,31.92,6.94,31.71,9.69,8.39,2.91,79.52,77.5,94.16,78.84,47.07,55.05,171,1.32,6369,17.49,27.35,34.26,42,5.46,8.54,10.7,13.12,56.91,7.52,4.02,2.65,2.32,2.45,2.2,51.71,4.33,69.68,2,1030,89.5,49,0.39,30.1,1958,1.51,0.24,181100,221200,278600,97500,477,633,825,348,683,25.6,22.2,16.2,0,2,31.23,41.03,58.87,76.58,84.06,1,20417.5,20.74,0
yes,17637,2.65,4.22,77.43,0.77,29.02,13.35,29.43,14.07,12.79,17637,100,18617,68.72,0.8,28.13,32.42,16.66,12.91,23415,8940,9635,6877,5624,4018,6137,3853,22.33,24.71,53.08,5.65,9.85,56.41,48.07,13.28,42.24,9.44,10.04,38.27,15.21,12.82,3.23,55.94,53.01,58.3,64.47,52.39,64.35,1168,8.05,4886,22.17,31.38,41.04,49.24,6.14,8.69,11.37,13.64,48.68,14.53,6.94,4.58,2.6,2.88,2.51,26.29,7.74,58.51,2,694,90.54,23.71,3.03,37.32,1939,13.13,0.72,75500,100200,121100,45600,226,339,419,193,401,28.2,25.3,19.1,7,0,27.7,53.17,49.05,82.95,84.22,1.3,14073.6,2.29,0
yes,75494,2.97,20.9,74.96,2.18,3.86,17.3,37.04,20.51,6.43,75494,100,25341,83.97,0.86,29.47,18.37,6.28,17.97,27557,11252,12340,7969,8971,6077,9458,9093,13.3,7.4,18.69,18.47,6.29,67.46,16.05,22.18,16.4,23.8,8.57,29.05,12.76,10.59,3.1,77.87,73.51,85.08,76.2,57.12,65.06,1509,3.17,2803,16.59,20.69,29.9,35.64,0.62,0.77,1.11,1.32,92,0.6,3.55,2.75,2.7,2.78,2.59,56.39,3.69,41.78,3,2200,92.04,54.66,2.41,25.23,1972,5.6,0.31,46900,59000,73400,26500,231,302,378,147,377,24.4,21.4,11.7,0,0,3.71,36.67,35.59,55.42,60.06,75.7,997.3,1.59,0
yes,222103,2.49,11.43,82.41,3.77,6.65,12.94,28.19,12.27,6.26,221603,99.77,33214,87.54,0.86,42.32,13.81,3.89,14.13,38614,15255,16149,11254,10623,10496,11457,16288,7.43,2.53,9.7,26.3,4.71,74.15,9.61,20.76,9.45,28.35,12.6,28.91,17.52,15.16,3.07,71.18,70.47,80.74,73.8,68.48,76.09,4347,3.14,12519,14.3,21.45,30.86,40.36,0.81,1.21,1.74,2.28,91.2,1.37,3.78,2.48,2.47,2.64,2.21,62.93,2.91,51.55,2,10758,89.23,58.69,2.77,34.71,1977,2.78,0.17,65000,80200,96100,31100,313,393,498,185,455,24.7,22.7,11.8,43,2,5.64,33.94,40.07,60.26,78.38,137.3,1617.6,4.03,5.91
yes,72884,2.79,1.35,91.52,6.78,1.27,13.95,24.43,11.69,7.69,72884,100,55407,86.77,0.5,63.29,18.72,1.88,13.48,63187,23249,23382,23621,14978,21518,16200,2061,2.83,3.54,11.07,39.89,3.19,70.67,23.82,25.72,6.52,44.09,5.9,28.17,8.28,7.13,3.29,89.95,89.58,96.01,90.38,52.6,63.92,179,0.37,8465,14.09,19.21,26.62,32.2,1.64,2.23,3.09,3.74,85.78,1.56,4.54,3.42,2.78,3.1,1.87,83.04,1.31,30.01,3,1030,96.21,74.7,1.07,18.25,1972,0.34,0.18,99900,128900,167600,67700,496,584,661,165,620,22.7,19.6,12.3,0,0,11.61,65.61,55.47,78.04,89.91,34.7,2098,0.16,3.82
yes,515342,3.21,3.44,76.87,1.16,69.02,17.84,31.16,15.53,8,515181,99.97,23460,80.77,0.6,27.54,21.77,9.74,16.12,25157,9603,10352,9929,8115,9542,6538,128886,25.32,22.23,34.67,16.2,9.85,55.19,16.73,24.39,16.24,25.83,8.69,31.32,14.05,11.54,3.63,72.19,65.81,79.82,73.7,51.2,57.49,16162,3.76,120432,13.59,20.12,26.73,35.26,3.18,4.7,6.25,8.24,33.31,14.73,12.4,9.83,3.17,3.32,2.97,60.32,14.01,43.94,3,8080,95.21,57.62,5.24,29.26,1970,8.62,0.92,45500,58500,78800,33300,214,303,384,170,349,26.1,20.6,12,359,95,23.37,51.27,52.51,81.68,84.6,254.2,2027.3,3.13,4.88
no,12339,2.72,0.11,97.85,1.82,0.45,11.43,20.29,10.89,20.31,12339,100,42240,72.92,0.25,69.62,43.43,1.59,31.21,46208,17063,16970,10037,8358,35621,18606,238,1.93,7.3,21.79,16.85,4.43,54.64,19.51,20.96,12.26,26.88,3.25,25.58,4.27,3.77,3.02,90.21,87.49,99.03,89.48,51.46,62.4,27,0.26,1340,1.94,2.24,6.57,9.48,0.21,0.24,0.71,1.03,82.06,2.27,4.05,3.39,2.72,2.73,2.55,96.59,0.37,5.89,3,47,98.97,96.36,2.13,46.81,1965,0.13,0.37,87600,105600,124800,37200,340,429,624,284,498,22.5,17.2,12.2,0,0,10.86,77.25,77.89,94.2,97.47,5.2,2394.1,2.54,0
no,11951,2.5,0.49,97.62,0.73,1.21,12.81,24.39,11.33,16.12,0,0,28989,74.52,0.77,47.82,32.47,5.64,19.27,34563,14915,15002,0,14806,12923,31138,1103,9.61,6.54,19.81,19.93,5.59,58.54,26.99,26.11,18.52,26.92,8.94,26.69,12.68,10.95,2.98,76.19,75.89,77.49,74.57,62.19,69.83,166,1.65,283,4.59,16.61,16.61,16.61,0.11,0.39,0.39,0.39,96.12,0.23,4.3,2.93,2.41,2.54,2.14,71.96,1.34,45.78,3,446,91.45,68.38,1.79,55.83,1953,2.72,0,49500,63100,81600,32100,297,369,434,137,441,25,17.6,13.4,0,0,2.37,78.44,50.4,79.02,91.35,6,1995.8,0.73,0
no,10069,2.39,0.34,95.51,2.06,2.53,12.55,24.42,11.38,14.52,0,0,24325,72.76,0.78,41.65,30.51,7.12,18.5,30017,12320,12421,8926,6157,12188,4009,1618,16.46,6.58,18,16.36,6.09,58.39,20.05,20.5,20.52,22.35,13.62,27.19,16.25,14.98,2.95,68.16,66.93,77.5,76.41,54.69,65.48,138,1.79,479,4.18,7.31,8.14,9.39,0.2,0.35,0.39,0.45,90.03,1.62,4.43,2.78,2.35,2.46,2.23,53.38,3.15,55.45,2,415,91.04,50.9,4.58,36.39,1939,8.56,1.08,40400,54400,72800,32400,200,261,346,146,297,23.7,17.2,13.4,15,0,4.76,46.01,47.61,70.32,78.91,6,1691.7,0.81,0
no,11163,2.52,19.44,79.4,0.7,1.02,12.36,26.78,12.67,13.11,11163,100,27065,78.27,0.73,36.69,30.41,6.95,17.74,32478,13928,15956,6203,7786,6992,6400,1024,9.3,10.33,26.53,16.5,4.88,64.77,12.48,21.48,14.27,19.71,9.89,27.09,12.43,11.27,2.98,70.83,64.02,86.79,65.76,77.18,77.86,375,4.37,147,18.37,23.13,26.53,56.46,0.24,0.3,0.35,0.74,96.24,0.5,3.46,2.46,2.49,2.51,2.45,67.99,2.68,41.18,3,286,93.94,67.44,2.45,33.22,1963,5.75,0.13,45800,56900,72400,26600,236,322,391,155,430,24.1,18.6,13.4,0,0,1.32,74.05,55.75,78.94,91.55,9.2,1217.1,1.42,0
yes,24250,2.76,2.78,84.9,2.32,20.19,12.72,25.5,11.93,9.13,24250,100,38037,85.62,0.85,45.52,20.34,2.27,14.43,41815,17122,18645,8964,10028,12006,7264,1609,6.71,8.67,20.52,25.09,5.39,70.08,18.79,15.09,11.4,28.31,8.75,27.07,14.31,11.57,3.12,78.73,74.03,87.27,80.44,70.41,76.75,304,1.73,3290,18.6,30.7,47.39,63.71,2.52,4.16,6.43,8.64,78.69,5.91,6.81,5.28,2.75,2.6,3.09,65.93,7.39,26.27,3,442,95.2,69.63,4.98,30.32,1964,4.16,0.27,66800,86800,118300,51500,364,474,599,235,568,24.7,17.6,12.9,0,0,13.57,50.94,55.97,80.1,89.85,12.4,1950,1.79,0
